
============================================================
运行时间: 2026-06-05 20:14:42
=== Case 2: no_loss2 ===
Using device: cpu
Data file: D:\\user\\xxh\\研究or项目\\LSTM\\LSTM汇总\\代码\\实验matlab\\spring truss\\spring_AIAA.csv
lstmModel(
  (linear1): Linear(in_features=6, out_features=6, bias=False)
  (encoder_linear): Linear(in_features=6, out_features=64, bias=True)
  (lstm): LSTM(64, 64, batch_first=True)
  (decoder_linear): Linear(in_features=64, out_features=6, bias=True)
  (linear2): Linear(in_features=6, out_features=6, bias=False)
)
Epoch 1/2000, Loss: 0.135486
Epoch 2/2000, Loss: 0.015932
Epoch 3/2000, Loss: 0.010970
Epoch 4/2000, Loss: 0.009656
Epoch 5/2000, Loss: 0.006979
Epoch 6/2000, Loss: 0.006555
Epoch 7/2000, Loss: 0.005044
Epoch 8/2000, Loss: 0.004426
Epoch 9/2000, Loss: 0.004283
Epoch 10/2000, Loss: 0.004026
Epoch 11/2000, Loss: 0.004322
Epoch 12/2000, Loss: 0.003462
Epoch 13/2000, Loss: 0.003638
Epoch 14/2000, Loss: 0.003748
Epoch 15/2000, Loss: 0.003195
Epoch 16/2000, Loss: 0.003513
Epoch 17/2000, Loss: 0.003100
Epoch 18/2000, Loss: 0.003388
Epoch 19/2000, Loss: 0.003483
Epoch 20/2000, Loss: 0.002792
Epoch 21/2000, Loss: 0.003079
Epoch 22/2000, Loss: 0.002690
Epoch 23/2000, Loss: 0.003442
Epoch 24/2000, Loss: 0.002454
Epoch 25/2000, Loss: 0.002564
Epoch 26/2000, Loss: 0.002661
Epoch 27/2000, Loss: 0.003243
Epoch 28/2000, Loss: 0.002237
Epoch 29/2000, Loss: 0.002693
Epoch 30/2000, Loss: 0.002477
Epoch 31/2000, Loss: 0.002261
Epoch 32/2000, Loss: 0.002932
Epoch 33/2000, Loss: 0.002086
Epoch 34/2000, Loss: 0.002515
Epoch 35/2000, Loss: 0.002209
Epoch 36/2000, Loss: 0.002109
Epoch 37/2000, Loss: 0.002282
Epoch 38/2000, Loss: 0.002128
Epoch 39/2000, Loss: 0.002485
Epoch 40/2000, Loss: 0.001857
Epoch 41/2000, Loss: 0.002037
Epoch 42/2000, Loss: 0.002094
Epoch 43/2000, Loss: 0.002345
Epoch 44/2000, Loss: 0.001905
Epoch 45/2000, Loss: 0.002196
Epoch 46/2000, Loss: 0.001726
Epoch 47/2000, Loss: 0.002073
Epoch 48/2000, Loss: 0.001790
Epoch 49/2000, Loss: 0.002086
Epoch 50/2000, Loss: 0.001682
Epoch 51/2000, Loss: 0.002067
Epoch 52/2000, Loss: 0.001714
Epoch 53/2000, Loss: 0.002081
Epoch 54/2000, Loss: 0.001707
Epoch 55/2000, Loss: 0.001902
Epoch 56/2000, Loss: 0.001583
Epoch 57/2000, Loss: 0.001895
Epoch 58/2000, Loss: 0.001676
Epoch 59/2000, Loss: 0.001724
Epoch 60/2000, Loss: 0.001597
Epoch 61/2000, Loss: 0.001775
Epoch 62/2000, Loss: 0.001534
Epoch 63/2000, Loss: 0.001910
Epoch 64/2000, Loss: 0.001388
Epoch 65/2000, Loss: 0.002018
Epoch 66/2000, Loss: 0.001335
Epoch 67/2000, Loss: 0.001702
Epoch 68/2000, Loss: 0.001443
Epoch 69/2000, Loss: 0.001683
Epoch 70/2000, Loss: 0.001569
Epoch 71/2000, Loss: 0.001586
Epoch 72/2000, Loss: 0.001581
Epoch 73/2000, Loss: 0.001499
Epoch 74/2000, Loss: 0.001544
Epoch 75/2000, Loss: 0.001446
Epoch 76/2000, Loss: 0.001727
Epoch 77/2000, Loss: 0.001224
Epoch 78/2000, Loss: 0.001596
Epoch 79/2000, Loss: 0.001504
Epoch 80/2000, Loss: 0.001351
Epoch 81/2000, Loss: 0.001513
Epoch 82/2000, Loss: 0.001344
Epoch 83/2000, Loss: 0.001395
Epoch 84/2000, Loss: 0.001475
Epoch 85/2000, Loss: 0.001401
Epoch 86/2000, Loss: 0.001433
Epoch 87/2000, Loss: 0.001749
Epoch 88/2000, Loss: 0.001432
Epoch 89/2000, Loss: 0.001292
Epoch 90/2000, Loss: 0.001330
Epoch 91/2000, Loss: 0.001896
Epoch 92/2000, Loss: 0.001128
Epoch 93/2000, Loss: 0.001636
Epoch 94/2000, Loss: 0.001131
Epoch 95/2000, Loss: 0.001520
Epoch 96/2000, Loss: 0.001212
Epoch 97/2000, Loss: 0.001369
Epoch 98/2000, Loss: 0.001280
Epoch 99/2000, Loss: 0.001321
Epoch 100/2000, Loss: 0.001501
Epoch 101/2000, Loss: 0.001100
Epoch 102/2000, Loss: 0.001317
Epoch 103/2000, Loss: 0.001428
Epoch 104/2000, Loss: 0.001252
Epoch 105/2000, Loss: 0.001521
Epoch 106/2000, Loss: 0.001108
Epoch 107/2000, Loss: 0.001073
Epoch 108/2000, Loss: 0.001632
Epoch 109/2000, Loss: 0.001161
Epoch 110/2000, Loss: 0.001315
Epoch 111/2000, Loss: 0.001004
Epoch 112/2000, Loss: 0.001358
Epoch 113/2000, Loss: 0.001247
Epoch 114/2000, Loss: 0.001330
Epoch 115/2000, Loss: 0.001178
Epoch 116/2000, Loss: 0.001282
Epoch 117/2000, Loss: 0.001284
Epoch 118/2000, Loss: 0.000950
Epoch 119/2000, Loss: 0.001441
Epoch 120/2000, Loss: 0.000972
Epoch 121/2000, Loss: 0.001383
Epoch 122/2000, Loss: 0.001201
Epoch 123/2000, Loss: 0.001157
Epoch 124/2000, Loss: 0.001087
Epoch 125/2000, Loss: 0.001214
Epoch 126/2000, Loss: 0.001261
Epoch 127/2000, Loss: 0.001220
Epoch 128/2000, Loss: 0.001025
Epoch 129/2000, Loss: 0.001207
Epoch 130/2000, Loss: 0.001254
Epoch 131/2000, Loss: 0.001037
Epoch 132/2000, Loss: 0.001118
Epoch 133/2000, Loss: 0.001221
Epoch 134/2000, Loss: 0.001107
Epoch 135/2000, Loss: 0.000886
Epoch 136/2000, Loss: 0.001445
Epoch 137/2000, Loss: 0.001173
Epoch 138/2000, Loss: 0.000940
Epoch 139/2000, Loss: 0.001161
Epoch 140/2000, Loss: 0.001041
Epoch 141/2000, Loss: 0.001187
Epoch 142/2000, Loss: 0.001071
Epoch 143/2000, Loss: 0.001168
Epoch 144/2000, Loss: 0.001077
Epoch 145/2000, Loss: 0.001151
Epoch 146/2000, Loss: 0.000976
Epoch 147/2000, Loss: 0.001151
Epoch 148/2000, Loss: 0.001094
Epoch 149/2000, Loss: 0.001083
Epoch 150/2000, Loss: 0.000880
Epoch 151/2000, Loss: 0.001185
Epoch 152/2000, Loss: 0.001015
Epoch 153/2000, Loss: 0.001197
Epoch 154/2000, Loss: 0.000869
Epoch 155/2000, Loss: 0.001075
Epoch 156/2000, Loss: 0.001208
Epoch 157/2000, Loss: 0.001001
Epoch 158/2000, Loss: 0.000946
Epoch 159/2000, Loss: 0.001078
Epoch 160/2000, Loss: 0.001214
Epoch 161/2000, Loss: 0.000845
Epoch 162/2000, Loss: 0.001094
Epoch 163/2000, Loss: 0.000996
Epoch 164/2000, Loss: 0.001006
Epoch 165/2000, Loss: 0.000988
Epoch 166/2000, Loss: 0.001099
Epoch 167/2000, Loss: 0.001004
Epoch 168/2000, Loss: 0.001090
Epoch 169/2000, Loss: 0.000890
Epoch 170/2000, Loss: 0.000916
Epoch 171/2000, Loss: 0.001124
Epoch 172/2000, Loss: 0.000914
Epoch 173/2000, Loss: 0.000968
Epoch 174/2000, Loss: 0.000938
Epoch 175/2000, Loss: 0.000905
Epoch 176/2000, Loss: 0.001308
Epoch 177/2000, Loss: 0.000785
Epoch 178/2000, Loss: 0.000918
Epoch 179/2000, Loss: 0.000909
Epoch 180/2000, Loss: 0.001100
Epoch 181/2000, Loss: 0.000976
Epoch 182/2000, Loss: 0.000984
Epoch 183/2000, Loss: 0.000893
Epoch 184/2000, Loss: 0.001045
Epoch 185/2000, Loss: 0.000737
Epoch 186/2000, Loss: 0.001155
Epoch 187/2000, Loss: 0.000893
Epoch 188/2000, Loss: 0.000943
Epoch 189/2000, Loss: 0.000816
Epoch 190/2000, Loss: 0.000988
Epoch 191/2000, Loss: 0.000921
Epoch 192/2000, Loss: 0.000919
Epoch 193/2000, Loss: 0.000903
Epoch 194/2000, Loss: 0.000894
Epoch 195/2000, Loss: 0.000844
Epoch 196/2000, Loss: 0.001138
Epoch 197/2000, Loss: 0.000817
