-0.032210894,0.06686083,-0.09346865,0.15805593,-0.09742163,0.06960413,-0.0661049,-0.0708876,-0.06614052,0.097376585,0.06554099,0.06640091
-0.04369531,0.06834354,-0.06305565,0.16097233,-0.14916146,0.07154159,-0.067298986,-0.071356736,-0.067835286,0.06175318,0.06598305,0.067678176
-0.075392246,-0.08230231,0.4854502,-0.61306375,0.11106849,-0.081545174,0.08459494,0.08393396,0.084150136,-0.5300285,-0.09281954,-0.09096638
-0.20122974,-0.07379289,0.64798695,-0.59661925,-0.15633042,-0.08106358,0.07206464,0.095690265,0.07348347,-0.7243497,-0.08806971,-0.08519212
-0.6086419,-0.069710754,0.55758923,0.04541252,-0.56291807,-0.07861857,0.06397631,0.095948406,0.06903526,-0.64242697,-0.078799,-0.07463552
-1.0409427,-0.06617674,0.4577473,0.69407433,-0.7581732,-0.077650085,0.059284665,0.09242777,0.06805135,-0.5721445,-0.06874166,-0.06341767
-1.556309,-0.0713758,0.46488434,1.1964848,-0.6254561,-0.071118385,0.06290867,0.088754185,0.06707466,-0.5279947,-0.07369498,-0.068343915
-1.8661013,-0.068046585,0.5543768,1.2944473,-0.056213804,-0.06950034,0.063498564,0.08459518,0.0684623,-0.5868259,-0.075297914,-0.07827469
-1.9895688,-0.06141276,0.5333165,1.2936417,0.5201694,-0.07146174,0.05968634,0.090034276,0.07545732,-0.5388132,-0.072341844,-0.074770086
-1.8450762,-0.05980988,0.3876245,1.1949552,0.8912854,-0.07065892,0.05905059,0.09006184,0.0758027,-0.4239362,-0.07286846,-0.07284063
-1.9985124,-0.06100475,0.24921876,0.85957897,1.117028,-0.07141794,0.061094448,0.087224275,0.08214609,-0.36822087,-0.076184005,-0.078637876
-2.0604022,-0.06465775,0.104386,0.3528162,1.147961,-0.07407434,0.06629176,0.0745199,0.08536008,-0.38253653,-0.08055703,-0.07862442
-2.2849991,-0.07356475,0.3080171,-0.6772279,1.2161063,-0.09245604,0.0649199,0.057630986,0.08839147,-0.7818933,-0.07723828,-0.076760545
-2.8792405,-0.075489245,0.2503728,-0.891836,1.1163731,-0.0932526,0.06377592,0.046673648,0.085205,-0.78538346,-0.077632226,-0.06801098
-4.0271487,-0.07988944,-0.49557108,0.41221762,0.4991956,-0.10704628,0.07708843,0.06601238,0.09854303,0.18439649,-0.090051025,-0.076655954
-4.7515583,-0.06801029,-0.46385744,0.7172975,0.417775,-0.10168998,0.065442845,0.06797987,0.096825495,0.5696339,-0.07695631,-0.068866834
-5.084027,-0.05801542,-0.29900163,0.71051204,0.5273483,-0.100705996,0.0545016,0.07712455,0.09849034,0.8090342,-0.063115515,-0.056863517
-4.6930027,0.072344564,0.45504576,-0.403811,0.8858402,0.042036906,-0.082879275,-0.06935044,-0.03981115,0.31916195,0.07932213,0.08368912
-4.2481594,0.09699295,0.51525104,-0.7394488,0.7168218,0.078731865,-0.097091734,-0.09106923,-0.06295286,0.47550678,0.08872003,0.09730854
-3.664473,0.090304896,0.3316013,-0.964856,0.09005389,0.074867636,-0.09209697,-0.098280296,-0.06490117,0.54496914,0.089415275,0.094719954
-3.1140597,0.07255262,-0.075956985,-0.9797287,-0.7850492,0.06664649,-0.08177958,-0.10274821,-0.06012027,0.5746654,0.07535283,0.09063461
-2.9182444,0.08683179,-0.27657878,-1.3959085,-1.294192,-0.090787515,-0.08052838,0.06391646,-0.05744033,0.12687415,0.07114422,0.07339764
-3.1576433,0.08871478,-0.2715922,-1.7570608,-1.4995722,-0.08805606,-0.08083739,0.054747194,-0.05414487,-0.45965993,0.07361511,-0.0767834
-3.6386359,0.088629924,-0.296993,-1.7687131,-1.4916463,-0.0956496,-0.07437737,0.054544985,-0.047803264,-0.8233336,0.072023876,-0.08383111
-4.0512247,0.08827483,-0.2710237,-1.457292,-1.3774883,-0.10011491,-0.07265733,0.05799927,-0.045089744,-0.9179002,0.06877122,-0.08559367
-4.1914577,0.08583096,-0.09130581,-1.0985852,-1.124714,-0.09528077,-0.077569626,0.06546896,-0.056077346,-0.8000188,0.06340326,-0.07655895
-4.0929165,0.08854516,0.2856009,-1.0878981,-0.6264032,-0.098584116,-0.08423884,0.06260718,-0.06610344,-0.6271722,0.068327405,0.09030277
-3.732571,0.070304036,0.095554054,-0.012075849,-0.72067463,0.061532285,-0.07461263,-0.09002597,-0.058156658,0.39448947,0.06834903,0.08620016
-3.2441845,0.072094634,0.33400482,-0.091107115,-0.32183015,0.068070665,-0.081042565,-0.08981096,-0.0696601,0.72167134,0.08189082,0.088611014
