0.068290085,-0.04029084,-0.0650823,-0.064137205,0.044926364,-0.06247329,0.08091624,0.07088606,-0.14923722,-0.045427542,0.058479864,-0.029048454,0.13131872,0.050717458,0.3097078,-0.19568731,0.037574988,-0.067679614,0.03828249
0.06752395,-0.0397993,-0.06443193,-0.063403025,0.044364296,-0.061769366,0.08002536,0.070086755,-0.14791666,-0.045006037,0.057926193,-0.02842807,0.12913544,0.050264742,0.30683708,-0.19323759,0.037173506,-0.06703229,0.03781435
0.06764172,-0.03974056,-0.06434094,-0.063295886,0.04429511,-0.061667304,0.079876915,0.069963366,-0.14823833,-0.0449561,0.05785173,-0.026813187,0.13009258,0.050206847,0.30711114,-0.19363728,0.03713207,-0.06693862,0.03775969
0.06979936,-0.04050503,-0.065368526,-0.0644581,0.045164462,-0.06278554,0.08131141,0.071237504,-0.15150362,-0.045620713,0.05873129,-0.028166205,0.1300877,0.05092524,0.31109574,-0.19619422,0.03772997,-0.067973204,0.038482755
0.06880101,-0.03944422,-0.063966274,-0.0628793,0.043960094,-0.06126622,0.079395846,0.06951959,-0.14843084,-0.04469838,0.05752651,-0.02642924,0.12953864,0.04993407,0.30397877,-0.19176844,0.03688284,-0.066568255,0.037476063
0.066493735,-0.039134488,-0.063561656,-0.062429413,0.04361138,-0.06083115,0.0788577,0.06903116,-0.14401597,-0.04442843,0.057175953,-0.026713666,0.12500925,0.049648296,0.30223027,-0.18974218,0.0366364,-0.06616071,0.03718187
0.06954545,-0.038990986,-0.06341002,-0.062262785,0.04344796,-0.060672943,0.07871206,0.06887387,-0.14854762,-0.04431189,0.057041448,-0.025586821,0.12713102,0.049525775,0.2994603,-0.18856604,0.036481887,-0.06602171,0.03703866
0.067556284,-0.038998265,-0.06342952,-0.06229147,0.043462124,-0.060698517,0.07876187,0.06890849,-0.1469276,-0.044306442,0.057051085,-0.025153171,0.12572597,0.04953152,0.29934996,-0.18736184,0.036499493,-0.06603876,0.037047766
0.066762656,-0.038897898,-0.06332152,-0.06218521,0.04336264,-0.060588196,0.0786706,0.068806216,-0.14530063,-0.04419755,0.056937754,-0.021053065,0.1256173,0.049426842,0.29711345,-0.18636838,0.036432456,-0.06592195,0.036954302
0.07184658,-0.038864624,-0.06329589,-0.062162302,0.043326907,-0.060566135,0.07867072,0.06879373,-0.15099888,-0.0441625,0.056909382,-0.015558273,0.1298494,0.049392134,0.29490358,-0.18634102,0.036391374,-0.065901235,0.03692021
0.071585774,-0.038822845,-0.06325041,-0.062112417,0.04328243,-0.06051852,0.0786232,0.06874516,-0.15627696,-0.044118095,0.056865472,-0.014578322,0.13328138,0.049351495,0.29376936,-0.18589652,0.036364205,-0.06585602,0.03688278
0.071693294,-0.038819008,-0.06323234,-0.06208245,0.043273486,-0.060492355,0.07856537,0.068706974,-0.1605029,-0.04412167,0.056856364,-0.01652481,0.1373443,0.049346957,0.29390007,-0.18713006,0.036364153,-0.06583801,0.03688058
0.07021267,-0.038838238,-0.063265994,-0.062115233,0.043291282,-0.060530253,0.078616,0.068745755,-0.16487134,-0.044140134,0.056890897,-0.018117364,0.13960063,0.049376737,0.29448166,-0.18568005,0.03637538,-0.06588021,0.036899738
0.06668244,-0.03892737,-0.063375436,-0.06224094,0.043400723,-0.060649965,0.07875785,0.06887453,-0.16295907,-0.04419094,0.056977663,-0.016336337,0.14342135,0.049448244,0.29549858,-0.18484202,0.036494534,-0.0659799,0.03699355
0.059849337,-0.04039803,-0.06528672,-0.064398214,0.045087483,-0.06271826,0.0813261,0.07119629,-0.16327752,-0.045427285,0.058605418,-0.01753553,0.14655754,0.050796334,0.3073394,-0.18997845,0.03776085,-0.06786536,0.03840753
0.050532408,-0.042066507,-0.06738697,-0.06677374,0.047021832,-0.06499438,0.08405551,0.07370251,-0.16625847,-0.046837028,0.06038141,-0.025653686,0.15206075,0.052314233,0.32305503,-0.19721895,0.039267354,-0.06989394,0.04003211
-0.07156475,0.03688638,0.037958823,0.0510364,-0.041980375,0.048765287,-0.060791448,-0.055453293,0.062292293,0.021959405,-0.030510902,-0.020960055,0.013993187,-0.021533176,-0.20642392,0.14874078,-0.021975113,0.03666338,-0.03444826
-0.07363781,0.035539296,0.036190324,0.049030833,-0.04039741,0.04689237,-0.05835948,-0.053287722,0.06355111,0.020769134,-0.029080689,-0.024715133,0.014435792,-0.020335212,-0.18910663,0.13887884,-0.020912845,0.034998376,-0.03316111
-0.07207973,0.035300955,0.035929233,0.048770856,-0.040157866,0.04662994,-0.058114722,-0.053030286,0.070644416,0.020496499,-0.028816752,-0.02877457,0.007265323,-0.02009781,-0.18256177,0.13472492,-0.020793537,0.03472514,-0.03294967
-0.073163256,0.035409812,0.036113612,0.048989963,-0.040293884,0.046835832,-0.05843457,-0.053296283,0.085831136,0.020560753,-0.028954454,-0.03186612,-0.002661517,-0.020187262,-0.17767613,0.13579698,-0.020903997,0.034911636,-0.033057503
