-0.26235694,0.39892697,0.5794494,-0.26693222,-0.09400001,-0.05752788,-0.12504698,0.3103916,0.09271591
-0.6766627,1.0419357,0.93721724,-0.88146186,-0.116173,0.15784717,-0.11537396,0.29527244,0.114109956
-1.1798062,1.2851421,1.0785817,-1.4864675,-0.13339768,0.11359229,-0.10285432,0.20182143,0.12893602
-1.279682,1.3048905,0.86423284,-1.8691647,-0.11369616,-0.109949924,-0.09748422,0.18374312,0.10950381
-0.8535987,1.1888155,-0.010795957,-1.935824,-0.0925574,-0.19647904,-0.13157447,0.05222718,0.09596305
0.7924144,1.4363945,-1.225275,-2.09019,-0.10969864,-0.18363452,0.04345127,0.28233632,0.110914536
1.3681097,1.2466077,-1.537077,-2.529145,-0.10650197,-0.25688493,0.032332573,0.2606697,0.10770898
1.4961879,0.8814955,-1.4659836,-2.9691892,-0.101339296,-0.19940378,0.040363718,0.19734046,0.09923396
1.2700115,-0.23555788,-1.6922969,-2.587919,-0.12591419,0.13030219,0.035493474,0.31277403,0.11361397
0.0166519,-0.22848365,-0.5134511,-3.2051454,0.1260924,0.28108138,0.07074163,-0.36067584,-0.13711265
-1.3996485,-0.707795,0.6481162,-2.9608946,0.12120332,0.17847012,-0.13079005,-0.38612443,-0.13031556
-1.5052152,-0.099175826,0.9146334,-2.573705,0.11166598,0.24443313,-0.115963176,-0.3360095,-0.11934525
-1.3655584,1.0164639,1.194415,-2.4784927,0.107664794,0.23188742,-0.123393156,-0.4461086,-0.1152734
-1.2986246,1.3113216,0.8237242,-2.1719139,0.10794614,0.2234688,-0.122221,-0.4521421,-0.11102705
-1.2201371,1.078078,0.17727806,-1.6914418,0.10857023,0.25527075,-0.08009955,-0.4336893,-0.1115763
-1.1754789,0.8551458,-0.24003145,-1.2363336,0.06633495,0.28875872,-0.09731798,-0.30233327,-0.07152623
-0.90295583,0.8711096,-0.31810895,-0.8925182,-0.06321186,0.23403125,-0.11934312,0.041831844,0.05748831
-0.7950631,1.1613592,-0.16320735,-0.47843054,-0.12599206,0.23829296,-0.13259724,0.21049412,0.121916115
-1.0001355,1.2855424,-0.013885076,0.21486719,-0.11331113,0.20860937,-0.13056558,0.21711019,0.1113595
-1.0033659,1.022971,-0.7133408,1.2662734,-0.120020926,0.30100882,-0.034751505,0.12606274,0.11123918
-1.2900776,0.81486773,-1.2787409,1.9998319,-0.121005,0.25199038,0.04559763,-0.16443355,0.111198634
-1.3823311,0.9831749,-1.7758257,2.2834349,0.099097475,0.06759443,-0.14599812,-0.49819037,-0.10119621
